cof,ASA_m^2/g,Density,LS,B,O,C,H,Si,N,S,Ni,Zn,Cu,Co,F,P,Cl,V,Br
16112N3,6559.63,0.188209,25.15287,0.048780487804878,0.048780487804878,0.4634146341463415,0.3414634146341463,0.0,0.048780487804878,0.0,0.0,0.0,0.0,0.0,0.048780487804878,0.0,0.0,0.0,0.0
13074N2,2159.51,0.545583,20.26056,0.0,0.0952380952380952,0.4761904761904761,0.3809523809523809,0.0,0.0476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20331N2,2040.77,0.573158,17.83307,0.0,0.0,0.569620253164557,0.379746835443038,0.0,0.050632911392405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17070N2,1979.27,0.46773,29.23932,0.0,0.0476190476190476,0.5238095238095238,0.3333333333333333,0.0,0.0952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17152N2,1928.49,0.516977,23.3108,0.0,0.0532544378698224,0.4970414201183432,0.408284023668639,0.0,0.0414201183431952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17250N2,2285.56,0.473356,23.09949,0.0,0.0,0.5333333333333333,0.3333333333333333,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20472N2,2452.31,0.34938,34.55963,0.0,0.0769230769230769,0.5769230769230769,0.3461538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16110N3,7267.46,0.173311,22.72268,0.048780487804878,0.048780487804878,0.4634146341463415,0.3902439024390244,0.0,0.048780487804878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17230N2,1346.44,0.819474,9.80037,0.0,0.0,0.559322033898305,0.3728813559322034,0.0,0.0677966101694915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13121N2,2257.03,0.477811,21.50268,0.0,0.0,0.5876288659793815,0.3711340206185567,0.0,0.0412371134020618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16172N2,2428.81,0.430329,25.3962,0.0,0.0,0.6101694915254238,0.3559322033898305,0.0,0.0338983050847457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19341N2,1470.26,0.83812,10.08199,0.0,0.0,0.5789473684210527,0.3684210526315789,0.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21040N3,627.379,1.03457,5.08169,0.0,0.0330578512396694,0.5702479338842975,0.3305785123966942,0.0,0.0330578512396694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0330578512396694,0.0,0.0
21031N2,1715.37,0.773347,8.92629,0.0,0.0,0.5925925925925926,0.3703703703703703,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19491N2,2407.03,0.570357,12.12428,0.0,0.0,0.5753424657534246,0.3835616438356164,0.0,0.0410958904109589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21150N2,171.457,1.26634,7.93063,0.0,0.15,0.325,0.45,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0
19144N2,1110.41,1.00926,14.40865,0.0,0.2352941176470588,0.5882352941176471,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12062N2,1397.37,0.771703,16.97751,0.0493827160493827,0.0987654320987654,0.5432098765432098,0.1975308641975308,0.0,0.0987654320987654,0.0,0.0,0.0,0.0,0.0123456790123456,0.0,0.0,0.0,0.0,0.0
16040N2,1542.69,0.762552,7.15556,0.0,0.0,0.5833333333333334,0.3611111111111111,0.0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15020N2,5054.67,0.288664,23.97144,0.0,0.0327868852459016,0.5245901639344263,0.3442622950819672,0.0,0.0983606557377049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260N3,827.537,0.94826,9.60069,0.0,0.0,0.4810810810810811,0.4972972972972973,0.0,0.0216216216216216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16312N2,4343.54,0.338509,18.55352,0.0,0.0185185185185185,0.5555555555555556,0.3518518518518518,0.0,0.074074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20361N2,1728.15,0.550295,24.03543,0.0,0.0,0.6111111111111112,0.3333333333333333,0.0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13040N3,1800.12,0.70169,8.45219,0.0,0.0,0.5698924731182796,0.3870967741935484,0.0,0.043010752688172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15184N2,1591.12,0.518971,31.97817,0.0225988700564971,0.0903954802259887,0.5875706214689266,0.2259887005649717,0.0,0.0677966101694915,0.0,0.0056497175141242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18112N2,1583.87,0.737921,16.94837,0.0,0.0444444444444444,0.6222222222222222,0.2888888888888888,0.0,0.0444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15110N2,1900.54,0.480027,29.29451,0.0555555555555555,0.1111111111111111,0.6111111111111112,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08030N2,1737.0,0.524353,28.70553,0.0434782608695652,0.0869565217391304,0.6086956521739131,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13073N2,1494.66,0.708258,21.41233,0.0,0.1578947368421052,0.4736842105263157,0.2631578947368421,0.0,0.1052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20182N2,1752.17,0.638677,18.45428,0.0,0.0344827586206896,0.5517241379310345,0.3448275862068966,0.0,0.0689655172413793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16000N2,1901.29,0.444588,33.55356,0.04,0.08,0.64,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13130N2,1846.69,0.375995,43.9063,0.0303030303030303,0.1212121212121212,0.5757575757575758,0.2424242424242424,0.0,0.0303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19410N2,1894.91,0.502437,35.72923,0.0,0.0,0.6,0.36,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18151N2,1596.75,0.648722,22.00137,0.0,0.0625,0.5625,0.25,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0
21041N3,1388.98,0.844022,11.97179,0.0,0.0283687943262411,0.574468085106383,0.3404255319148936,0.0,0.0283687943262411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0283687943262411,0.0,0.0
21181N2,2460.31,0.410128,27.50399,0.0,0.0,0.5294117647058824,0.3529411764705882,0.0,0.1176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19454N2,2828.63,0.322607,31.97438,0.0,0.0206185567010309,0.4845360824742268,0.4329896907216495,0.0,0.0618556701030927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16111N3,7273.53,0.188331,16.20544,0.048780487804878,0.048780487804878,0.4634146341463415,0.3902439024390244,0.0,0.048780487804878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19122N2,2096.09,0.54025,20.86928,0.0,0.1052631578947368,0.4210526315789473,0.3684210526315789,0.0,0.1052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21013N2,2683.81,0.330376,30.41829,0.0,0.08,0.52,0.36,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20672N2,1926.45,0.618931,16.06175,0.0,0.0,0.6071428571428571,0.3571428571428571,0.0,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18061N2,1287.67,0.735392,17.10874,0.0,0.0869565217391304,0.4347826086956521,0.391304347826087,0.0,0.0869565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13100N2,3846.56,0.324166,21.19983,0.0,0.0,0.5957446808510638,0.3617021276595745,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15131N2,2086.45,0.399337,34.37058,0.05,0.1,0.65,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21010N2,2109.9,0.446606,27.09464,0.0,0.0465116279069767,0.5813953488372093,0.3255813953488372,0.0,0.0465116279069767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19366N2,2145.11,0.385817,35.1986,0.0,0.0,0.6071428571428571,0.3571428571428571,0.0,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19455N2,3680.27,0.23879,33.98261,0.0,0.0,0.5180722891566265,0.4216867469879518,0.0,0.0602409638554216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21014N2,2783.45,0.331169,28.44211,0.0,0.04,0.52,0.4,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11020N2,2207.29,0.572273,15.98839,0.0,0.0,0.5454545454545454,0.3636363636363636,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010N2,1350.38,0.790253,16.84184,0.048780487804878,0.0975609756097561,0.5365853658536586,0.2195121951219512,0.0,0.0975609756097561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19360N2,2011.87,0.478197,27.67707,0.0,0.0,0.5714285714285714,0.3809523809523809,0.0,0.0476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21260N2,2042.27,0.500851,23.28893,0.0,0.0,0.5797101449275363,0.3043478260869565,0.0,0.0869565217391304,0.0289855072463768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19481N2,1731.71,0.702418,16.63866,0.0,0.0,0.525,0.4,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0
20341N2,1864.88,0.519784,24.23241,0.0,0.0,0.6111111111111112,0.3333333333333333,0.0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16140N2,2506.34,0.467001,25.66942,0.0,0.0512820512820512,0.5384615384615384,0.358974358974359,0.0,0.0512820512820512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17000N2,3472.48,0.390254,21.9809,0.0,0.0533333333333333,0.6133333333333333,0.28,0.0,0.0533333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13190N2,946.08,0.880317,11.95992,0.0,0.0416666666666666,0.5,0.4166666666666667,0.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20401N2,6053.11,0.377713,16.85759,0.0,0.0,0.5714285714285714,0.3809523809523809,0.0,0.0476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20420N2,1093.37,0.905073,12.1459,0.0,0.0833333333333333,0.6666666666666666,0.1666666666666666,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18111N2,1581.94,0.725925,17.6262,0.0,0.0,0.6222222222222222,0.2888888888888888,0.0,0.0444444444444444,0.0444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18141N2,2578.78,0.441063,19.79874,0.0,0.0,0.5625,0.40625,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17153N2,1845.51,0.518329,24.14078,0.0,0.0393258426966292,0.4887640449438202,0.4269662921348314,0.0,0.0449438202247191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18080N2,2238.81,0.495478,20.75693,0.0,0.0,0.5714285714285714,0.3428571428571428,0.0,0.0761904761904762,0.0,0.0,0.0,0.0,0.0095238095238095,0.0,0.0,0.0,0.0,0.0
16440N2,2277.9,0.416732,27.50664,0.0,0.04,0.52,0.4,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19242N3,479.221,0.949397,5.49367,0.0,0.0,0.5841584158415841,0.3564356435643564,0.0,0.0396039603960396,0.0,0.0,0.0,0.0,0.0,0.0198019801980198,0.0,0.0,0.0,0.0
19560N2,2571.89,0.479614,21.86424,0.0,0.032258064516129,0.4838709677419355,0.4516129032258064,0.0,0.032258064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13012N2,1585.48,0.450916,40.15467,0.0303030303030303,0.0606060606060606,0.6060606060606061,0.303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15031N2,2128.26,0.454279,24.82664,0.027027027027027,0.054054054054054,0.5675675675675675,0.3243243243243243,0.0,0.027027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16211N2,1376.29,0.73422,21.60557,0.0,0.1578947368421052,0.5263157894736842,0.2105263157894736,0.0,0.1052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19364N2,2332.95,0.41142,31.72995,0.0,0.032258064516129,0.5161290322580645,0.3870967741935484,0.0,0.032258064516129,0.032258064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20050N2,2014.45,0.48873,26.26799,0.0,0.0298507462686567,0.5671641791044776,0.3432835820895522,0.0,0.0597014925373134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20571N3,3124.27,0.505453,9.85367,0.0,0.0,0.5463917525773195,0.3711340206185567,0.0,0.0824742268041237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16113N3,6631.19,0.209078,16.19063,0.048780487804878,0.048780487804878,0.4634146341463415,0.3414634146341463,0.0,0.048780487804878,0.0,0.0,0.0,0.0,0.0,0.048780487804878,0.0,0.0,0.0,0.0
20340N2,1737.12,0.60802,19.61233,0.0,0.0,0.6344086021505376,0.3010752688172043,0.0,0.064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16002N2,1937.79,0.417252,35.8627,0.0384615384615384,0.0769230769230769,0.6538461538461539,0.2307692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19370N2,1943.24,0.662465,10.83136,0.0,0.0,0.4868421052631579,0.4605263157894737,0.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13123N2,1945.14,0.584938,17.88597,0.0,0.0,0.57,0.3,0.0,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16052N2,1785.61,0.536146,25.19248,0.0481927710843373,0.0963855421686747,0.5943775100401606,0.2489959839357429,0.0,0.0080321285140562,0.0040160642570281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15071N2,2190.51,0.418586,29.61979,0.0,0.0454545454545454,0.5454545454545454,0.3636363636363636,0.0,0.0454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21220N2,2006.8,0.533422,27.65317,0.0,0.0303030303030303,0.5757575757575758,0.3333333333333333,0.0,0.0606060606060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20531N2,2346.92,0.489795,23.52769,0.0,0.0909090909090909,0.5909090909090909,0.2727272727272727,0.0,0.0454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20172N2,1432.63,0.76071,11.33952,0.0,0.0408163265306122,0.5102040816326531,0.3673469387755102,0.0,0.0408163265306122,0.0408163265306122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21320N2,1888.0,0.600161,17.86719,0.0,0.0,0.6101694915254238,0.3220338983050847,0.0,0.0677966101694915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19482N2,1905.05,0.700732,14.41536,0.0,0.0,0.5189873417721519,0.4050632911392405,0.0,0.0632911392405063,0.0,0.0,0.0,0.0,0.0,0.0126582278481012,0.0,0.0,0.0,0.0
12001N2,1551.98,0.779579,13.76832,0.0,0.0666666666666666,0.4666666666666667,0.4,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13090N2,1638.57,0.575112,26.31246,0.0625,0.125,0.5625,0.1875,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20000N2,2943.44,0.455957,20.51653,0.0,0.0,0.5523809523809524,0.3619047619047619,0.0,0.0761904761904762,0.0095238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21033N2,1537.36,0.867337,8.48874,0.0,0.0,0.5925925925925926,0.3703703703703703,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15050N2,1334.71,0.905532,10.36567,0.0,0.1428571428571428,0.4285714285714285,0.2857142857142857,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16190N2,2467.27,0.626677,9.35805,0.0,0.0,0.5660377358490566,0.3679245283018867,0.0,0.0660377358490566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11010N2,1260.62,0.904977,12.55788,0.0481927710843373,0.0963855421686747,0.5301204819277109,0.144578313253012,0.0,0.144578313253012,0.0240963855421686,0.0120481927710843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19452N2,2481.62,0.356418,29.19112,0.0,0.0117647058823529,0.5411764705882353,0.388235294117647,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15211N2,5285.69,0.309959,23.73244,0.0625,0.125,0.5625,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20640N2,1949.49,0.589948,19.49447,0.0,0.0,0.5844155844155844,0.3766233766233766,0.0,0.0389610389610389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20421N2,1233.89,0.893068,12.27828,0.0,0.0833333333333333,0.6666666666666666,0.1666666666666666,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19521N2,2503.78,0.486115,16.86471,0.0,0.072463768115942,0.463768115942029,0.4347826086956521,0.0,0.0289855072463768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16420N2,1436.22,0.753397,16.9452,0.0,0.0833333333333333,0.4583333333333333,0.375,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016bN2,2459.76,0.398995,27.32528,0.0,0.0,0.5352112676056338,0.3661971830985915,0.0,0.0985915492957746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550N2,634.99,1.20373,8.54303,0.0,0.0606060606060606,0.5757575757575758,0.2424242424242424,0.0,0.0606060606060606,0.0606060606060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20010N2,2098.31,0.516564,36.14446,0.0,0.0634920634920634,0.5555555555555556,0.3492063492063492,0.0,0.0317460317460317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13078N2,1314.15,0.939852,12.50908,0.0,0.1785714285714285,0.4285714285714285,0.2857142857142857,0.0,0.0714285714285714,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20070N2,1945.19,0.604538,20.02412,0.0,0.0,0.5454545454545454,0.3818181818181818,0.0,0.0545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0181818181818181,0.0,0.0,0.0
07012N3,6664.54,0.176283,18.79873,0.0470588235294117,0.0941176470588235,0.5647058823529412,0.2823529411764706,0.0117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20210N2,2306.03,0.525024,16.69084,0.0,0.0,0.5454545454545454,0.4090909090909091,0.0,0.0454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19282N2,1967.91,0.537064,30.44752,0.0,0.0754716981132075,0.5471698113207547,0.3396226415094339,0.0,0.0377358490566037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08011N2,1339.43,0.791326,10.52235,0.0625,0.125,0.4375,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17163N3,6147.63,0.310547,16.30857,0.0,0.0,0.5905511811023622,0.3622047244094488,0.0,0.0472440944881889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21011N2,2280.21,0.429535,25.69576,0.0,0.0416666666666666,0.5416666666666666,0.375,0.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16481N2,1939.59,0.593558,17.87385,0.0,0.0,0.5555555555555556,0.3333333333333333,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15163N2,2005.17,0.538076,19.28672,0.0,0.0,0.5862068965517241,0.3793103448275862,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20611N2,2640.38,0.370041,29.9908,0.0,0.0,0.5038167938931297,0.3587786259541984,0.0,0.1374045801526717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18060N2,1854.41,0.740757,15.65893,0.0,0.08,0.4,0.44,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13077N2,1254.41,0.960862,11.4484,0.0,0.1538461538461538,0.4615384615384615,0.2692307692307692,0.0,0.1153846153846153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12040N2,1482.43,0.719774,18.83659,0.0526315789473684,0.1052631578947368,0.5263157894736842,0.3157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19522N2,2259.79,0.568271,13.63704,0.0,0.0789473684210526,0.4473684210526316,0.4473684210526316,0.0,0.0263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180N2,2197.19,0.522088,19.35841,0.0,0.0,0.5625,0.3125,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.0
16460N2,2097.08,0.433033,29.24907,0.0,0.0476190476190476,0.5238095238095238,0.3333333333333333,0.0,0.0952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21080N2,1915.26,0.471582,29.76014,0.0,0.0909090909090909,0.5909090909090909,0.2727272727272727,0.0,0.0454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20321N2,2370.61,0.338126,35.86719,0.0,0.0476190476190476,0.5238095238095238,0.3333333333333333,0.0,0.0952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20152N2,1939.83,0.612609,21.11229,0.0,0.0,0.5333333333333333,0.3666666666666666,0.0,0.0666666666666666,0.0333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10020N2,1659.21,0.659293,16.6896,0.0,0.0,0.6153846153846154,0.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20362N2,1447.06,0.780807,11.16169,0.0,0.0,0.6190476190476191,0.3333333333333333,0.0,0.0476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20261N3,1031.21,0.871863,13.17228,0.0,0.0,0.4926829268292683,0.4878048780487805,0.0,0.0195121951219512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08013N2,1706.38,0.737315,14.70932,0.1,0.2,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21191N2,2933.31,0.247235,45.88943,0.0,0.0652173913043478,0.5,0.3260869565217391,0.0,0.108695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20370N3,5831.75,0.325537,12.17549,0.0,0.0,0.5263157894736842,0.4210526315789473,0.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13050N2,1731.87,0.614558,22.25156,0.0,0.1111111111111111,0.5555555555555556,0.2777777777777778,0.0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16272N2,2795.55,0.355595,39.21249,0.0,0.0,0.5789473684210527,0.3859649122807017,0.0,0.0350877192982456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18101N2,2322.7,0.41945,28.47879,0.0,0.0555555555555555,0.5555555555555556,0.3333333333333333,0.0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17110N2,3337.0,0.35903,25.71565,0.0,0.0294117647058823,0.4705882352941176,0.4705882352941176,0.0,0.0294117647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12020N2,1350.56,0.780161,18.52902,0.036697247706422,0.073394495412844,0.5871559633027523,0.2201834862385321,0.0,0.073394495412844,0.0,0.0,0.0091743119266055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
