,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
0,6.3411846,2.682273,5.715008,1.7565013,0.0,3.1618478,4.5002623,0.0,3.5188818,0.0,0.0,4.7638593,1.2874289,0.0,0.0,2.346889,1.7035668,3.1352882,3.6980412,0.7814274,0.0,0.0,0.0,0.0,3.7423487,1.9513326,4.11145,2.2067041,2.6554415,0.0,3.723711,5.026151,0.6451686,0.0,4.7498217,0.0,2.5654106,2.2419946,3.1866615,4.3702283,0.0,7.045069,0.8125782,1.3159157,3.2877226,0.0,0.52180374,0.0,2.1116507,0.0,0.0,0.13575646,3.4782796,0.0,0.0,1.7410387,0.0,1.7788248,1.0337615,2.671396,0.0,0.0,0.0,0.0,0.0,0.72165823,0.16532081,0.0,3.776279,2.8169007,3.2886512,6.6293364,1.3778378,2.0314448,1.1472752
1,2.2510357,0.0,1.1115742,0.52605504,0.0,3.1513455,1.6657975,0.0,1.7145092,0.0,0.0,2.805078,1.399759,0.0,0.0,0.9086132,0.0,3.517645,2.9117086,2.108031,0.0,2.1636147,0.0,0.0,2.133287,2.7080922,3.2265666,1.8024733,3.5447972,0.0,0.73744565,1.103874,0.0,0.0,1.5805144,0.0,0.8036157,1.4504892,1.034137,2.1038427,0.0,2.98827,1.7973087,1.3158928,0.14136223,0.0,4.7227516,1.0992221,0.0,0.0,0.0,2.3501418,3.5006201,0.0,0.0,2.807508,0.8917018,1.3115723,1.5031965,1.0168902,0.0,0.0,1.657788,0.0,0.0,0.0,1.5382118,0.0,3.613776,4.1338096,2.0964975,3.3171585,2.2524445,1.3865587,1.2891359
2,5.16211,2.176579,6.900175,1.0413247,0.0,5.7520757,1.5655684,0.0,0.78654367,0.0,0.0,2.9564075,4.1218314,0.0,0.0,1.1649016,0.0,4.3849306,1.7615306,2.1012504,1.0917962,1.4445417,0.0,0.0,4.2218084,3.1208777,4.7366433,1.9845206,4.3521023,0.0,1.3260182,2.0264568,0.0,0.0,2.9518728,0.0,0.0,2.6843896,2.7399995,2.2086885,0.0,4.5341687,1.1970966,1.3671546,0.31633157,0.0,3.0021994,0.33001614,1.752256,0.0,0.0,1.4898721,2.6312892,0.0,0.0,1.6550305,1.0058279,0.035842568,0.0,2.8474624,0.0,0.0,0.0,0.0,0.0,0.0,3.4693713,0.0,4.123157,3.8039713,0.0,5.9462566,3.597834,0.0,2.2872856
3,0.77651507,0.0,2.858746,3.097154,0.0,1.1451005,0.0,0.0,0.0,0.0,0.0,1.0116596,2.320624,0.0,4.056473,1.7869146,2.5881083,0.60431623,3.577133,0.0,0.0,1.443798,0.0,0.0,1.6030912,3.1086607,4.198885,0.90290946,2.3353305,0.0,1.0324405,1.8977933,2.2285464,0.0,0.9857489,0.0,6.547484,0.52630985,2.8565028,0.0,0.0,1.0084345,5.285913,1.4821943,3.9753356,0.0,5.065221,0.9393561,1.1035051,0.0,0.0,3.8715522,0.0,0.0,0.0,3.3568833,1.1058625,0.6237427,0.0,0.5824503,0.0,8.265559,0.3542059,0.0,3.7662232,0.0,0.0,0.0,0.0,2.9107294,4.418139,1.5627178,2.4622977,6.081101,1.5861223
4,3.9570596,0.105814844,5.5924125,2.0028615,0.0,2.8878844,2.1784894,0.0,0.25619343,0.0,0.0,1.723505,3.1053684,0.0,0.46413878,1.3598726,0.0,4.025523,2.7815297,1.3804349,0.0,2.120062,0.0,0.0,2.7236056,2.983714,4.393923,1.4036355,3.7269747,0.0,1.6816345,2.6245573,0.26655424,0.0,2.620923,0.0,4.609178,1.8062096,1.674413,2.3274505,0.0,3.6822996,3.6838744,1.0733794,1.6580887,0.0,5.27777,0.22436738,0.41614556,0.0,0.0,3.5131621,1.4300826,0.0,0.0,2.6403904,1.8224268,0.65104324,0.0,2.6439412,0.0,0.007286042,0.48467714,0.0,0.0,0.0,0.0,0.0,2.661209,3.273417,1.7023671,4.228429,2.8100839,2.6846638,2.4030018
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1956093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9730577,0.0,8.816921,3.5573823,3.5713415,0.0,0.0,4.0328794,1.8317096,2.8395112,0.0,0.53262895,0.0,0.0,0.29362243,2.54545,0.0,0.0,2.511774,0.0,0.0,0.9950143,1.7438432,6.783943,0.0,0.0,4.699796,5.11739,3.7393875,0.46445566,0.0,8.811948,10.222616,1.9311652,0.0,0.0,0.4498855,0.0,0.0,0.0,0.0,2.558033,4.9066486,7.003029,0.0,0.0,0.0,0.0,0.3190751,0.0,4.3160567,0.0,1.5351208,7.973028,5.230037,2.2319753,4.085973,0.0,1.647835
6,2.5617926,0.0,0.0,0.0,0.0,5.1680264,2.3201056,0.0,2.8426542,0.0,0.0,0.0,0.4748385,0.0,0.0,0.0,0.0,4.5943255,0.23989826,1.2435524,2.0080442,1.1927696,0.0,0.0,1.9682419,2.4201398,3.101273,1.5204072,1.5499597,0.0,1.1826658,3.9735708,0.0,0.0,2.5447774,0.0,0.0,1.952971,1.463537,2.7561274,0.0,2.717719,0.0,2.00197,0.0,0.0,2.0039515,0.0,0.5843621,0.0,0.0,0.0,4.018441,0.0,1.3592545,1.3622854,0.0,0.0,0.0,0.96097183,0.0,0.0,0.55376166,0.0,0.0,1.8793918,4.99361,0.0,2.9330816,3.2171144,2.2905908,4.9383516,2.9286373,0.0,1.2439015
7,2.6199791,0.0,6.069438,3.05455,0.0,1.6572274,2.6987832,0.0,1.8596896,0.0,0.0,2.0012407,2.9468634,0.0,0.0,1.9146008,0.0,4.4820313,2.9491699,2.5818236,0.60280424,3.4489279,0.0,0.0,3.3142369,1.6335949,5.6320195,1.89516,3.2575042,0.0,1.5688405,2.401531,0.0,0.0,1.2250489,0.0,4.0621357,2.5053337,2.467148,3.0609252,0.0,4.037706,3.4715655,0.9396336,1.4083024,0.0,4.68223,0.0,0.0,0.0,0.0,0.10121743,1.8766911,0.0,0.0,4.5483694,2.8697147,0.19791557,0.0,4.572105,0.0,0.0,0.3476923,0.0,0.0,1.3168579,0.0,0.0,2.2978563,1.8301243,2.3340983,5.798409,1.7775376,5.7661467,1.7200662
8,0.0,0.0,0.0,1.220543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6311248,0.0,0.0,0.0,1.5207376,3.4280753,1.5911062,3.730994,2.1676934,2.257428,2.0310416,0.0,0.0,2.535534,2.8519592,2.6329074,1.7945714,2.0877085,0.0,0.9552867,2.3222282,2.6256301,0.0,2.8757882,0.0,0.0,1.8439865,1.3630788,2.8811908,0.0,0.33665538,2.6990254,3.1750417,2.723399,0.0,3.1153393,4.654323,0.29798585,0.0,0.0,0.37235692,0.94139886,0.0,0.0,1.357543,0.0,1.5087082,0.0,3.0693095,0.0,0.0,0.0,0.0,0.0,0.0,3.1845243,0.0,2.5282266,5.0522585,3.1860623,3.940882,3.2974927,0.0,3.6471436
9,3.7691998,0.8980712,7.2701073,1.7539045,0.0,4.034853,1.8400205,0.0,1.996745,0.0,0.0,3.0053935,3.6710422,0.0,0.0,1.5723451,0.0,4.669187,2.4022996,2.8319097,0.975571,1.9737831,0.0,0.0,4.410036,1.6168526,4.987398,2.2003114,3.4093475,0.0,1.0194247,1.4591568,0.0,0.0,1.5433586,0.0,0.0,2.4912844,2.9544575,2.8396056,0.0,5.1631827,1.1453954,1.2836812,0.2658713,0.0,2.5036838,0.0,0.7347012,0.0,0.0,0.0,3.3582914,0.0,0.0,3.062054,2.0025852,0.0,0.0,3.6485596,0.0,0.0,0.0,0.0,0.0,0.0,2.4871595,0.0,3.2853847,2.505063,0.0,6.358703,2.611576,1.3419651,1.3495839
