6.809176504611968994e-02,5.497300624847412109e-01,8.087340593338012695e-01,2.919722199440002441e-01,2.499993443489074707e-01,2.999738156795501709e-01,3.439675867557525635e-01,5.380324125289916992e-01,5.350583195686340332e-01,5.496721863746643066e-01,6.800524890422821045e-02,4.999122396111488342e-02,3.997583985328674316e-01,1.463758796453475952e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.499974310398101807e-01,5.994855761528015137e-01,0.000000000000000000e+00,2.999962568283081055e-01,6.971353292465209961e-01,3.964455425739288330e-01,5.432474017143249512e-01,3.498939275741577148e-01,0.000000000000000000e+00,1.299925893545150757e-01,3.954744935035705566e-01,0.000000000000000000e+00,5.575874447822570801e-01,8.491944670677185059e-01,3.654279708862304688e-01,9.732271730899810791e-02,8.745315670967102051e-01,2.466083467006683350e-01,8.484018445014953613e-01,7.878320217132568359e-01,1.916087269783020020e-01,2.398099191486835480e-02,8.515072464942932129e-01,2.772920727729797363e-01,6.800443679094314575e-02,5.999821424484252930e-01,4.198877513408660889e-01,2.242186218500137329e-01,0.000000000000000000e+00,4.999984055757522583e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.499982476234436035e-01,2.878060005605220795e-02,2.727855145931243896e-01,4.997354000806808472e-02,9.991694241762161255e-02,4.928489923477172852e-01,0.000000000000000000e+00,1.211609542369842529e-01,3.984380662441253662e-01,6.391831487417221069e-02,9.840492904186248779e-02,5.138930082321166992e-01,7.221046686172485352e-01,6.988380551338195801e-01,5.743982195854187012e-01,2.499999403953552246e-01,5.999966859817504883e-01,2.550366520881652832e-01,0.000000000000000000e+00,5.983785390853881836e-01,0.000000000000000000e+00,2.900113463401794434e-01
2.319013476371765137e-01,5.430862307548522949e-01,7.886174321174621582e-01,3.065127730369567871e-01,1.369799971580505371e-01,1.557525545358657837e-01,3.398075401782989502e-01,4.705019295215606689e-01,6.826840043067932129e-01,5.894261598587036133e-01,2.773825526237487793e-01,7.413327693939208984e-02,3.963745236396789551e-01,2.524079680442810059e-01,2.558175921440124512e-01,2.789086401462554932e-01,3.857579231262207031e-01,6.583430767059326172e-01,2.241536080837249756e-01,1.123006120324134827e-01,8.968416452407836914e-01,5.133749842643737793e-01,4.352690875530242920e-01,2.394327521324157715e-01,9.410068392753601074e-02,1.019916608929634094e-01,4.480873644351959229e-01,7.086098194122314453e-02,4.881644845008850098e-01,8.742104768753051758e-01,2.887408733367919922e-01,1.372501552104949951e-01,8.488309383392333984e-01,2.751559317111968994e-01,8.483696579933166504e-01,8.604769706726074219e-01,2.270739674568176270e-01,1.630160361528396606e-01,9.039613604545593262e-01,8.421968668699264526e-02,9.230457246303558350e-02,5.379818081855773926e-01,2.006396800279617310e-01,1.998020708560943604e-01,6.393574178218841553e-02,8.478670567274093628e-02,1.559192538261413574e-01,2.961010336875915527e-01,2.272388786077499390e-01,1.060226932168006897e-01,4.773646891117095947e-01,1.011321768164634705e-01,6.524240225553512573e-02,4.246959984302520752e-01,2.102363295853137970e-02,1.330872029066085815e-01,2.011196911334991455e-01,3.165102303028106689e-01,1.038878336548805237e-01,4.952848255634307861e-01,6.092200875282287598e-01,7.209126353263854980e-01,4.573429524898529053e-01,1.976432204246520996e-01,5.068485140800476074e-01,2.269284725189208984e-01,1.666998565196990967e-01,5.976615548133850098e-01,1.333644837141036987e-01,4.806126654148101807e-01
1.557429730892181396e-01,5.271961092948913574e-01,8.724741935729980469e-01,2.966092824935913086e-01,2.237430810928344727e-01,2.447010427713394165e-01,4.678267538547515869e-01,5.141846537590026855e-01,5.784166455268859863e-01,5.014199018478393555e-01,1.237828880548477173e-01,1.876501888036727905e-01,3.797132670879364014e-01,9.226837009191513062e-02,1.704458892345428467e-01,1.676974147558212280e-01,3.871723115444183350e-01,5.635061860084533691e-01,1.612873673439025879e-01,2.465283870697021484e-01,8.116781115531921387e-01,3.487770855426788330e-01,4.669071733951568604e-01,3.647480010986328125e-01,1.216000542044639587e-01,5.468856543302536011e-02,3.780725002288818359e-01,6.216376647353172302e-02,5.449782013893127441e-01,7.134751081466674805e-01,2.523025870323181152e-01,1.683765798807144165e-01,7.722712159156799316e-01,2.786331474781036377e-01,7.076877355575561523e-01,7.452276945114135742e-01,1.579667627811431885e-01,1.113518178462982178e-01,8.092387318611145020e-01,1.201523914933204651e-01,1.336681395769119263e-01,5.875671505928039551e-01,3.210926055908203125e-01,3.951698243618011475e-01,7.049252837896347046e-02,6.122371926903724670e-02,9.129286557435989380e-02,1.095797866582870483e-01,4.789389371871948242e-01,1.856805831193923950e-01,3.579587638378143311e-01,7.411116361618041992e-02,6.509608030319213867e-02,4.020981490612030029e-01,2.038390748202800751e-02,9.419967234134674072e-02,2.652879655361175537e-01,2.392459511756896973e-01,2.561091482639312744e-01,4.852745831012725830e-01,6.370942592620849609e-01,7.414689660072326660e-01,5.106627941131591797e-01,2.365799397230148315e-01,6.509504318237304688e-01,2.375489622354507446e-01,1.338964402675628662e-01,5.075749754905700684e-01,5.899058282375335693e-02,3.449377417564392090e-01
4.019863009452819824e-01,4.404006302356719971e-01,4.529908597469329834e-01,4.173516035079956055e-01,2.027426362037658691e-01,3.961130976676940918e-01,4.679435491561889648e-01,4.032366573810577393e-01,7.043969631195068359e-01,6.357284784317016602e-01,4.594193696975708008e-01,1.257568895816802979e-01,6.287968158721923828e-01,2.085059583187103271e-01,4.452795684337615967e-01,8.387445658445358276e-02,2.740401029586791992e-01,7.224000096321105957e-01,4.175314307212829590e-01,2.134964019060134888e-01,9.636048674583435059e-01,5.016584992408752441e-01,4.926080405712127686e-01,1.913194209337234497e-01,4.367494955658912659e-03,1.423602402210235596e-01,2.228964865207672119e-01,1.907253079116344452e-02,5.192993879318237305e-01,7.890792489051818848e-01,4.016491770744323730e-01,2.152280956506729126e-01,8.253613710403442383e-01,2.719989120960235596e-01,7.846765518188476562e-01,8.182270526885986328e-01,1.818123459815979004e-01,3.829763531684875488e-01,8.790967464447021484e-01,1.448110342025756836e-01,1.348750144243240356e-01,5.463349223136901855e-01,3.741618096828460693e-01,1.012438461184501648e-01,1.839930415153503418e-01,6.325168162584304810e-02,3.854791522026062012e-01,6.218284741044044495e-02,3.712605834007263184e-01,4.657651185989379883e-01,6.163122653961181641e-01,4.022836983203887939e-01,1.502244770526885986e-01,3.147809505462646484e-01,0.000000000000000000e+00,1.987248212099075317e-01,3.028462231159210205e-01,5.587752461433410645e-01,1.156413555145263672e-01,2.683353424072265625e-01,5.372241139411926270e-01,6.974390745162963867e-01,3.796716928482055664e-01,3.596253097057342529e-01,4.908942878246307373e-01,3.828384280204772949e-01,1.276369541883468628e-01,4.286830723285675049e-01,8.510637283325195312e-02,2.014842778444290161e-01
1.169908326119184494e-02,5.394611358642578125e-01,8.038801550865173340e-01,4.409526884555816650e-01,2.366552948951721191e-01,1.643698066473007202e-01,3.534928262233734131e-01,6.107332706451416016e-01,5.881015062332153320e-01,5.648618340492248535e-01,6.843256950378417969e-02,7.373248785734176636e-02,5.213829874992370605e-01,1.457566469907760620e-01,2.760919630527496338e-01,3.328786492347717285e-01,3.417683541774749756e-01,6.174481511116027832e-01,1.514307111501693726e-01,2.395925372838973999e-01,7.713859677314758301e-01,4.105330407619476318e-01,5.089519023895263672e-01,3.516694903373718262e-01,1.567903906106948853e-01,1.333455443382263184e-01,3.764040470123291016e-01,6.053283065557479858e-02,4.976390004158020020e-01,9.102588295936584473e-01,2.704990506172180176e-01,3.777926042675971985e-02,8.993883728981018066e-01,3.070557713508605957e-01,8.311794400215148926e-01,8.409566879272460938e-01,1.658926457166671753e-01,1.064662728458642960e-02,8.153725266456604004e-01,2.602601647377014160e-01,5.084334313869476318e-02,6.180016994476318359e-01,3.147887885570526123e-01,1.105770617723464966e-01,3.437996655702590942e-02,1.434246450662612915e-01,1.431592106819152832e-01,7.423721998929977417e-02,3.804855942726135254e-01,3.604337945580482483e-02,4.132319986820220947e-01,8.743757754564285278e-02,4.298621043562889099e-02,3.841206729412078857e-01,0.000000000000000000e+00,9.826353192329406738e-02,3.126896321773529053e-01,1.260280907154083252e-01,2.068164758384227753e-02,4.809235632419586182e-01,7.647828459739685059e-01,6.781390905380249023e-01,5.201318860054016113e-01,2.025316059589385986e-01,6.202350854873657227e-01,2.626060247421264648e-01,0.000000000000000000e+00,6.006554365158081055e-01,0.000000000000000000e+00,3.063994646072387695e-01
1.232688724994659424e-01,5.205492973327636719e-01,7.140347957611083984e-01,5.433613657951354980e-01,5.152745246887207031e-01,3.965123891830444336e-01,3.888175785541534424e-01,4.327252507209777832e-01,4.920210540294647217e-01,4.819247126579284668e-01,1.406544744968414307e-01,2.644445896148681641e-01,4.589606821537017822e-01,1.529049724340438843e-01,2.195952236652374268e-01,2.207247167825698853e-01,4.073320031166076660e-01,6.326335668563842773e-01,1.901599168777465820e-01,3.838812708854675293e-01,9.720810055732727051e-01,3.915730118751525879e-01,5.651347637176513672e-01,3.800693452358245850e-01,7.884656637907028198e-02,1.988226175308227539e-01,3.684940636157989502e-01,1.988388597965240479e-01,6.196110248565673828e-01,7.286272048950195312e-01,4.261841773986816406e-01,9.600098431110382080e-02,7.998455762863159180e-01,3.253162801265716553e-01,6.893976330757141113e-01,6.120241284370422363e-01,2.030823677778244019e-01,6.762734800577163696e-02,7.219386100769042969e-01,2.961101233959197998e-01,1.276180893182754517e-01,6.294792294502258301e-01,5.524227023124694824e-01,1.743973642587661743e-01,1.899989992380142212e-01,8.815446496009826660e-02,6.335667520761489868e-02,1.026482507586479187e-02,4.322651028633117676e-01,1.835827976465225220e-01,4.716830551624298096e-01,1.237456053495407104e-01,1.106897071003913879e-01,4.100288152694702148e-01,6.223735958337783813e-02,3.042853996157646179e-02,4.907055497169494629e-01,3.180963695049285889e-01,4.136347770690917969e-01,4.317820370197296143e-01,6.456316709518432617e-01,5.106809735298156738e-01,5.327278971672058105e-01,5.423007607460021973e-01,6.983787417411804199e-01,4.974935054779052734e-01,1.300528198480606079e-01,4.409647583961486816e-01,2.219215035438537598e-02,2.927213609218597412e-01
4.665712267160415649e-02,5.959923267364501953e-01,8.062737584114074707e-01,4.658647179603576660e-01,3.167534172534942627e-01,4.090862870216369629e-01,3.654232621192932129e-01,5.716715455055236816e-01,5.882464051246643066e-01,4.606633484363555908e-01,7.232009619474411011e-02,2.221970409154891968e-01,3.654694557189941406e-01,1.814696788787841797e-01,9.083946049213409424e-02,9.676128625869750977e-02,4.913868308067321777e-01,6.293118000030517578e-01,9.082044661045074463e-02,4.090724289417266846e-01,7.638660073280334473e-01,3.619696199893951416e-01,4.542597830295562744e-01,3.181014955043792725e-01,3.820421546697616577e-02,8.592434227466583252e-02,4.283204972743988037e-01,0.000000000000000000e+00,5.377213358879089355e-01,7.039672136306762695e-01,4.090909063816070557e-01,9.082597494125366211e-02,6.503318548202514648e-01,4.117215871810913086e-01,6.696929931640625000e-01,7.279643416404724121e-01,1.769288182258605957e-01,4.486102610826492310e-02,7.889906167984008789e-01,2.033173143863677979e-01,2.076426148414611816e-01,5.452328920364379883e-01,4.090850055217742920e-01,3.121190071105957031e-01,4.514177888631820679e-02,9.066184610128402710e-02,8.618640899658203125e-02,9.086968749761581421e-02,5.909054875373840332e-01,1.458107382059097290e-01,3.110606670379638672e-01,3.507848829030990601e-02,1.756884306669235229e-01,3.972910940647125244e-01,4.452528059482574463e-02,1.360514312982559204e-01,4.090539813041687012e-01,2.177920639514923096e-01,1.713920682668685913e-01,5.543031692504882812e-01,6.232589483261108398e-01,6.400876045227050781e-01,5.327821373939514160e-01,3.636362850666046143e-01,6.313457489013671875e-01,4.011592268943786621e-01,0.000000000000000000e+00,4.881318509578704834e-01,4.397072270512580872e-02,2.963244616985321045e-01
3.303536176681518555e-01,4.766369760036468506e-01,6.290140151977539062e-01,2.936341166496276855e-01,2.009453475475311279e-01,2.155816406011581421e-01,3.382469415664672852e-01,4.882692694664001465e-01,6.700598001480102539e-01,5.947071313858032227e-01,2.488720864057540894e-01,1.507021635770797729e-01,4.811207652091979980e-01,2.191638499498367310e-01,3.330600261688232422e-01,2.287252843379974365e-01,3.270585834980010986e-01,6.051520705223083496e-01,2.524115145206451416e-01,2.068719565868377686e-01,8.338293433189392090e-01,4.883830249309539795e-01,4.662718772888183594e-01,3.637012243270874023e-01,5.788579210638999939e-02,1.522986888885498047e-01,2.993383109569549561e-01,1.222860068082809448e-01,4.841745495796203613e-01,7.670245170593261719e-01,2.535001337528228760e-01,1.607734262943267822e-01,7.310573458671569824e-01,2.156639099121093750e-01,7.620951533317565918e-01,7.233160734176635742e-01,1.560520678758621216e-01,3.192179799079895020e-01,7.346377372741699219e-01,2.070997953414916992e-01,1.359521150588989258e-01,4.733622968196868896e-01,2.292067408561706543e-01,1.862205564975738525e-01,1.601550430059432983e-01,1.869054436683654785e-01,3.126722872257232666e-01,2.545442581176757812e-01,3.723988831043243408e-01,1.988753229379653931e-01,5.256570577621459961e-01,1.437023282051086426e-01,1.236080229282379150e-01,3.350633084774017334e-01,2.382706850767135620e-02,9.677278995513916016e-02,2.660230100154876709e-01,3.976686596870422363e-01,9.198471903800964355e-02,4.247512817382812500e-01,5.487217903137207031e-01,6.339448690414428711e-01,3.888159990310668945e-01,2.810679376125335693e-01,4.297503530979156494e-01,2.382847964763641357e-01,1.626690924167633057e-01,5.082783699035644531e-01,9.677386283874511719e-02,4.775480926036834717e-01
5.315554514527320862e-02,6.168484687805175781e-01,5.357653498649597168e-01,6.087495088577270508e-01,7.022073268890380859e-01,5.735029578208923340e-01,4.418046176433563232e-01,5.144324898719787598e-01,4.727457165718078613e-01,6.785082221031188965e-01,2.113168090581893921e-01,4.372575581073760986e-01,5.436861515045166016e-01,1.111111044883728027e-01,1.069418042898178101e-01,0.000000000000000000e+00,3.311536908149719238e-01,6.540488600730895996e-01,1.108544468879699707e-01,6.444095373153686523e-01,8.745872974395751953e-01,3.205690383911132812e-01,6.294896006584167480e-01,3.333139121532440186e-01,0.000000000000000000e+00,2.677595019340515137e-01,3.331078886985778809e-01,1.621238589286804199e-01,8.541467189788818359e-01,6.637346744537353516e-01,7.694072127342224121e-01,1.111110746860504150e-01,6.677987575531005859e-01,2.197199463844299316e-01,4.437620341777801514e-01,5.372471809387207031e-01,2.740952670574188232e-01,1.158933117985725403e-01,5.485365986824035645e-01,4.807239472866058350e-01,2.077783793210983276e-01,6.586558818817138672e-01,7.774959802627563477e-01,5.541903376579284668e-01,9.307384490966796875e-02,1.837105005979537964e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.509946942329406738e-01,9.643556177616119385e-02,2.777731120586395264e-01,2.665951550006866455e-01,3.322769701480865479e-01,4.957820773124694824e-01,1.110351458191871643e-01,9.341315180063247681e-02,7.721737027168273926e-01,4.165983796119689941e-01,5.372493267059326172e-01,4.895386397838592529e-01,6.160106062889099121e-01,3.209590911865234375e-01,5.753406882286071777e-01,7.773489952087402344e-01,7.775710225105285645e-01,6.666398644447326660e-01,9.795726835727691650e-02,3.872917890548706055e-01,0.000000000000000000e+00,1.478950679302215576e-01
6.345293670892715454e-02,5.436357259750366211e-01,8.999028205871582031e-01,3.444561064243316650e-01,1.023581624031066895e-01,1.910806149244308472e-01,4.268624484539031982e-01,4.928977787494659424e-01,6.303169131278991699e-01,5.073896646499633789e-01,1.354422569274902344e-01,4.254572093486785889e-02,3.809824585914611816e-01,1.574779897928237915e-01,3.116373419761657715e-01,3.298724889755249023e-01,3.928488194942474365e-01,4.268473386764526367e-01,3.718523681163787842e-01,1.904269307851791382e-01,7.248054742813110352e-01,3.878439068794250488e-01,3.733175694942474365e-01,4.027647078037261963e-01,4.203176498413085938e-02,4.594190046191215515e-02,4.221941828727722168e-01,8.508960157632827759e-02,3.962935805320739746e-01,7.171087265014648438e-01,2.272838354110717773e-01,8.488626778125762939e-02,7.730613350868225098e-01,4.052897393703460693e-01,7.978394627571105957e-01,7.907826304435729980e-01,1.235208585858345032e-01,2.921067178249359131e-03,7.302415370941162109e-01,2.233227789402008057e-01,6.095226109027862549e-02,4.884094297885894775e-01,1.489329338073730469e-01,1.251689940690994263e-01,7.421681284904479980e-02,4.255304858088493347e-02,1.610611975193023682e-01,0.000000000000000000e+00,4.878626167774200439e-01,9.202305227518081665e-02,3.114686608314514160e-01,2.059435658156871796e-02,9.909877926111221313e-02,4.452671706676483154e-01,1.218101307749748230e-01,4.132334515452384949e-02,2.327191978693008423e-01,5.701504647731781006e-02,9.374548681080341339e-03,5.605298876762390137e-01,7.135267257690429688e-01,7.264264822006225586e-01,4.056229889392852783e-01,1.063829585909843445e-01,6.543926596641540527e-01,2.071228474378585815e-01,8.337139338254928589e-02,6.277401447296142578e-01,0.000000000000000000e+00,2.924085259437561035e-01
